LocalPath,SuggestedLiveURL,TitleTag,MetaDescription,CanonicalURL,OpenGraphTitle,OpenGraphDescription,OpenGraphImage,TwitterTitle,TwitterDescription,StructuredDataPresent,MissingMetadata,Notes
public/analysis/why-east-africa-matters-diaspora-intelligence.html,https://www.afrodescendantali.com/analysis/why-east-africa-matters-diaspora-intelligence.html,Why East Africa Matters to Diaspora Intelligence | Afrodescendant Ali,"Why East Africa, Mombasa, ports, corridors, and regional logistics matter for Pan-African and diaspora intelligence.",https://www.afrodescendantali.com/analysis/why-east-africa-matters-diaspora-intelligence.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,Yes,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description,Canonical matches the inferred live URL.
public/contact.html,https://www.afrodescendantali.com/contact.html,Afrodescendant Ali | Contact,"Contact Afrodescendant Ali for paid Pan-African briefings, custom intelligence memos, media questions, and serious collaboration inquiries.",https://www.afrodescendantali.com/contact.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,Yes,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description,Canonical matches the inferred live URL.
public/coverage/afro-europe.html,https://www.afrodescendantali.com/coverage/afro-europe.html,Afro-Europe Coverage | Afrodescendant Ali,"Afro-Europe intelligence coverage on EU policy, migration, colonial memory, media representation, anti-racism strategy, and Africa-Europe relations.",https://www.afrodescendantali.com/coverage/afro-europe.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/coverage/afro-latino.html,https://www.afrodescendantali.com/coverage/afro-latino.html,Afro-Latino Coverage | Afrodescendant Ali,"Afro-Latino intelligence coverage on recognition, development, rights, media, migration, Brazil, Colombia, Panama, Cuba, and the wider Americas.",https://www.afrodescendantali.com/coverage/afro-latino.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/coverage/black-america.html,https://www.afrodescendantali.com/coverage/black-america.html,Black America Coverage | Afrodescendant Ali,"Black America intelligence coverage on domestic power, migration, media, foreign policy, capital, and Africa-facing strategy.",https://www.afrodescendantali.com/coverage/black-america.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/coverage/black-caribbean.html,https://www.afrodescendantali.com/coverage/black-caribbean.html,Black Caribbean Coverage | Afrodescendant Ali,"Black Caribbean intelligence coverage on climate, security, migration, reparative justice, logistics, external relations, and strategic leverage.",https://www.afrodescendantali.com/coverage/black-caribbean.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/coverage/index.html,https://www.afrodescendantali.com/coverage/,Coverage | Afrodescendant Ali,"Black World intelligence coverage across Sub-Saharan Africa, Black America, the Black Caribbean, Afro-Latino communities, and Afro-Europe.",https://www.afrodescendantali.com/coverage/,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,Yes,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description,Canonical matches the inferred live URL.
public/coverage/sub-saharan-africa.html,https://www.afrodescendantali.com/coverage/sub-saharan-africa.html,Sub-Saharan Africa Coverage | Afrodescendant Ali,"Sub-Saharan Africa intelligence coverage on power, security, resources, trade, corridors, institutions, and diaspora relevance.",https://www.afrodescendantali.com/coverage/sub-saharan-africa.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/index.html,https://www.afrodescendantali.com/,Afrodescendant Ali | Home,"Pan-African intelligence, historical context, and diaspora analysis that turns public events into clearer decisions and paid advisory action.",https://www.afrodescendantali.com/,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,Yes,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description,Canonical matches the inferred live URL.
public/media.html,https://www.afrodescendantali.com/media.html,Afrodescendant Ali | Media,"Afrodescendant Ali media channels across YouTube, Facebook, and TikTok for Pan-African analysis, education, and public intelligence.",https://www.afrodescendantali.com/media.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,Yes,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description,Canonical matches the inferred live URL.
public/method.html,https://www.afrodescendantali.com/method.html,Method | Afrodescendant Ali,"How Afrodescendant Ali turns public events, African business headlines, CFR-style regional analysis, and Black World coverage into decision-ready intelligence.",https://www.afrodescendantali.com/method.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/proof.html,https://www.afrodescendantali.com/proof.html,Proof | Afrodescendant Ali,"Sample deliverables, briefing structure, memo outline, and evidence of how Afrodescendant Ali turns public analysis into decision-ready intelligence.",https://www.afrodescendantali.com/proof.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/starter-brief.html,https://www.afrodescendantali.com/starter-brief.html,Black World Intelligence Starter Brief | Afrodescendant Ali,"Request the Black World Intelligence Starter Brief from Afrodescendant Ali: a free entry point into the issues, watchlists, and paid paths behind the site.",https://www.afrodescendantali.com/starter-brief.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/work/audit.html,https://www.afrodescendantali.com/work/audit.html,Media Intelligence System Audit | Afrodescendant Ali,"Request a media and intelligence system audit from Afrodescendant Ali to connect content, analysis, CTAs, offers, and follow-up into a revenue path.",https://www.afrodescendantali.com/work/audit.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/work/briefing.html,https://www.afrodescendantali.com/work/briefing.html,Rapid Advisory Briefing | Afrodescendant Ali,"Request a rapid advisory briefing from Afrodescendant Ali for urgent Pan-African, Black World, diaspora, media, or geopolitical interpretation.",https://www.afrodescendantali.com/work/briefing.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/work/memo.html,https://www.afrodescendantali.com/work/memo.html,Custom Intelligence Memo | Afrodescendant Ali,"Commission a custom intelligence memo from Afrodescendant Ali for written synthesis of a Pan-African, diaspora, media, or geopolitical question.",https://www.afrodescendantali.com/work/memo.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,No,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description; Structured data,Canonical matches the inferred live URL.
public/work.html,https://www.afrodescendantali.com/work.html,Afrodescendant Ali | Work,"Paid Pan-African intelligence offers: dossiers, advisory briefings, custom intelligence memos, and media intelligence system audits.",https://www.afrodescendantali.com/work.html,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,NOT FOUND IN LOCAL FILES,Yes,Open Graph title; Open Graph description; Open Graph image; Twitter title; Twitter description,Canonical matches the inferred live URL.
